Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Revenue;Cost of Revenue;Gross Profit;Operating Expenses;Selling, General & Administrative;Research & Development;Depreciation & Amortization;Operating Income (Loss);Non-Operating Income (Loss);Interest Expense, Net;Pretax Income (Loss), Adj.;Abnormal Gains (Losses);Pretax Income (Loss);Income Tax (Expense) Benefit, Net;Income (Loss) from Continuing Operations;Net Extraordinary Gains (Losses);Net Income;Net Income (Common)
ABNB;1214552;USD;2022;FY;2022-12-31;2023-02-17;2024-02-16;615891000;615891000;8399000000;-1499000000;6900000000;-5009000000;-2466000000;-1502000000;;1891000000;187000000;162000000;2078000000;-89000000;1989000000;-96000000;1893000000;;1893000000;1893000000
ABOS;12444265;USD;2020;FY;2020-12-31;2021-03-28;2022-03-28;38651795;38651795;1436000;;;-9348000;-1351000;-7997000;;-7912000;1000;1000;-7319676;586000;-7325000;;-7325000;;-7325000;-7920908
ABOS;12444265;USD;2021;FY;2021-12-31;2022-03-28;2023-03-27;20057534;20057534;;;;-19584000;-7279000;-12305000;;-19584000;135000;84000;-100633621;-81157000;-100606000;;-100606000;;-100606000;-100606000
ABOS;12444265;USD;2022;FY;2022-12-31;2023-03-27;2024-03-26;40601936;40601936;;;;-45237000;-12876000;-32361000;;-45237000;2381000;2392000;-42856000;;-42856000;;-42856000;;-42856000;-42856000
ABR;638468;USD;2018;FY;2018-12-31;2019-02-15;2021-02-19;70208165;93642168;322920000;-110470000;212450000;-54958000;-147274632;;-7453000;159698000;1196000;;160894000;-3112000;157782000;-9731000;148051000;;115866000;108312000
ABR;638468;USD;2019;FY;2019-12-31;2020-02-14;2022-02-18;92851327;116192951;350170000;-122102000;228068000;-58059000;-162112178;;-7510000;171187000;10635000;;170099869;-11548000;170274000;-15036000;155238000;;128628000;121074000
ABR;638468;USD;2020;FY;2020-12-31;2021-02-19;2023-02-17;113811471;133969296;433877427;-169216000;170249000;-194266000;-181910323;;-7640000;-24017000;322594000;;235977577;-138188000;160389000;-40393000;196157000;;170949000;163395000
ABR;638468;USD;2021;FY;2021-12-31;2022-02-18;2024-02-20;113811471;133969296;589731289;;;28148000;-217178183;;-7215000;357044000;7566000;;423306619;24915000;389525000;-46285000;377807000;;339300000;317412000
ABSI;1250894;USD;2020;FY;2020-12-31;2021-03-22;2022-03-22;16983727;16983727;4780000;;;-18081000;-5502000;-11448000;-1131000;-13301000;-1052000;-634000;-14353000;;-14353000;;-14353000;;-14353000;-49469000
ABSI;1250894;USD;2021;FY;2021-12-31;2022-03-22;2023-03-30;90375022;90375022;4782000;;;-80020000;-28780000;-44586000;-6654000;-75238000;-34621000;-3432000;-109859000;;-109859000;8899000;-100960000;;-100960000;-103244000
ABSI;1250894;USD;2022;FY;2022-12-31;2023-03-30;2024-03-21;90845629;90845629;5747000;;;-112497000;-40552000;-58908000;-13037000;-106750000;1385000;-972000;-105365000;;-105365000;461000;-104904000;;-104904000;-104904000
ABT;63877;USD;2018;FY;2018-12-31;2019-02-22;2021-02-19;1758000000;1770000000;30578000000;-12706000000;17872000000;-14222000000;-9744000000;-2300000000;-2178000000;3650000000;-610000000;-721000000;2874244662;-167000000;2873000000;-539000000;2334000000;34000000;2368000000;2368000000
ABT;63877;USD;2019;FY;2019-12-31;2020-02-21;2022-02-18;1768000000;1781000000;31904000000;-13231000000;18673000000;-14141000000;-9765000000;-2440000000;-1936000000;4532000000;-392000000;-576000000;4140000000;-63000000;4077000000;-390000000;3687000000;;3687000000;3687000000
ABT;63877;USD;2020;FY;2020-12-31;2021-02-19;2023-02-17;1773000000;1786000000;34608000000;-15003000000;19605000000;-14248000000;-9696000000;-2420000000;-2132000000;5357000000;-389000000;-500000000;4968000000;;4968000000;-497000000;4471000000;24000000;4495000000;4495000000
ABT;63877;USD;2021;FY;2021-12-31;2022-02-18;2024-02-16;1768286969;1782000000;43075000000;-18537000000;24538000000;-16113000000;-11324000000;-2742000000;-2047000000;8425000000;-214000000;-490000000;8211000000;;8211000000;-1140000000;7071000000;;7071000000;7071000000
ABT;63877;USD;2022;FY;2022-12-31;2023-02-17;2024-02-16;1771230274;1786000000;43653000000;-19142000000;24511000000;-16149000000;-11248000000;-2888000000;-2013000000;8362000000;-56000000;-375000000;8306000000;;8306000000;-1373000000;6933000000;;6933000000;6933000000
ABTL;445589;USD;2018;FY;2018-12-31;2019-03-07;2021-03-11;12756191;12756191;125589000;-110329000;15260000;-47231000;-28496000;;-4897000;-31971000;250000;-106000;-31721000;-7101000;-38822000;6000;-38816000;;-38816000;-38816000
ABTL;445589;USD;2019;FY;2019-12-31;2020-03-27;2021-03-11;13070898;13070898;113981000;-91412000;22569000;-37907000;-24687000;;-4371000;-15338000;119000;-410000;-15219000;;-15219000;-10000;-15229000;;-15229000;-15229000
ABTL;445589;USD;2020;FY;2020-12-31;2021-03-11;2022-03-24;13144314;13144314;76570000;-52890000;23680000;-29204000;-20919000;;-1711000;-5524000;-1286000;-1524000;-6810000;;-6810000;-10000;-6820000;;-6820000;-6820000
ABTL;445589;USD;2021;FY;2021-12-31;2022-03-24;2022-03-24;13115384;13115384;71585000;-51254000;20331000;-26796000;-20494000;;-653000;-6465000;806000;-1011000;-5659000;;-5659000;;-5659000;;-5659000;-5659000
ABUS;953888;USD;2018;FY;2018-12-31;2019-03-07;2020-03-05;55304083;55304083;5945000;;;-76117000;-16002000;-57934000;-2181000;-70172000;1818000;2821000;-61261923;7012000;-61342000;4282000;-57060000;;-57060000;-67151000
ABUS;953888;USD;2019;FY;2019-12-31;2020-03-05;2021-03-04;57093454;57093454;6011000;;;-77356000;-17727000;-57601000;-2028000;-71345000;44000;3000;-166364763;-95078000;-166379000;12656000;-153723000;;-153723000;-164872000
ABUS;953888;USD;2020;FY;2020-12-31;2021-03-04;2022-03-03;75835378;75835378;6914000;;;-64183000;-14720071;-49338000;;-57269000;-5939000;-3270000;-63597740;-537000;-63745000;;-63745000;;-63745000;-75868000
ABUS;953888;USD;2021;FY;2021-12-31;2022-03-03;2023-03-02;101286351;101286351;10988000;;;-82638000;-17136000;-65502000;;-71650000;-2725000;-2730000;-76351092;-1872000;-76247000;;-76247000;;-76247000;-88386000
ABUS;953888;USD;2022;FY;2022-12-31;2023-03-02;2024-03-05;150939337;150939337;39019000;;;-102242000;-17834000;-84408000;;-63223000;444000;466000;-65147425;-2233000;-65012000;-4444000;-69456000;;-69456000;-69456000
ABVC;15112453;USD;2022;FY;2022-12-31;2023-03-31;2024-03-13;3166460;3015348;969783;-286415;683368;-15797780;-13130546;-2693457;;-15114412;-290059;-106151;-15480602;-110125;-15514596;-797778;-16312374;;-16423239;-16423239
AC;919941;USD;2018;FY;2018-12-31;2019-03-08;2019-03-08;23070000;22585000;22779000;-26587413;-3833449;-9649001;0;;;-13480000;13122000;13122000;-68759291;-68503000;-68861000;11478000;-57383000;;-58099000;-58099000
AC;919941;USD;2019;FY;2019-12-31;2020-03-16;2021-03-24;22475000;22475000;31247424;-32201633;-920574;-14858239;-5716408;;;-15769375;12998000;12998000;54811895;51772000;57223000;-12108578;44596000;-1890000;39188000;39188000
AC;919941;USD;2020;FY;2020-12-31;2021-03-24;2022-03-17;22274000;22274000;18983000;-19411747;-452009;-12034233;-3100290;;;-12469000;45359000;8495000;29907799;-3007000;29883000;-9374000;20509000;-632000;18816000;18816000
AC;919941;USD;2021;FY;2021-12-31;2022-03-17;2023-03-16;22059000;22059000;20924000;-24457000;-3533000;-15543000;-8446752;;;-19076000;11799000;11799000;81185904;88616000;81339000;-17705000;63634000;;59203000;59203000
AC;919941;USD;2022;FY;2022-12-31;2023-03-16;2024-03-21;22024000;22024000;15228000;-18883000;-3655000;-7607000;;;;-11262000;10437000;10437000;-60609435;-59640000;-60465000;14943000;-45522000;;-48907000;-48907000
ACA;919864;USD;2018;FY;2018-12-31;2019-02-28;2021-02-25;48800000;48900000;1460400000;-1188400000;272000000;-153900000;-153900000;;;118100000;100000;-499377;94994432;-23200000;95000000;-19300000;75700000;;75700000;75700000
ACA;919864;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;47900000;48400000;1736900000;-1404500000;332400000;-179500000;-179500000;;;152900000;-6100000;-5391110;146800000;;146800000;-33500000;113300000;;113300000;113300000
ACA;919864;USD;2020;FY;2020-12-31;2021-02-25;2023-02-24;48000000;48500000;1935600000;-1553600000;382000000;-223100000;-223100000;;;158900000;-13600000;-10181592;138074041;-7100000;138200000;-31600000;106600000;;106600000;106600000
ACA;919864;USD;2021;FY;2021-12-31;2022-02-24;2024-02-23;48200000;48600000;2036400000;-1668796147;355900000;-256000000;-256000000;;;110142780;-23700000;-23400000;83737170;7400000;83600000;-14000000;69600000;;69600000;69600000
ACA;919864;USD;2022;FY;2022-12-31;2023-02-24;2024-02-23;48200000;48500000;2242800000;-1817140929;411100000;-262800000;-262800000;;;159905772;-32800000;-29883014;315745456;200700000;316200000;-70400000;245800000;;245800000;245800000
ACAC;15394174;USD;2022;FY;2022-12-31;2023-03-30;2024-03-22;4818436;4818436;;;;-714479;-658118;;;-714479;1165977;1165977;451498;;451498;-234274;217224;;217224;217224
ACAD;445591;USD;2018;FY;2018-12-31;2019-02-27;2021-02-25;126583000;126583000;223807000;-18291565;211430000;-452977142;-265758000;-187163000;;-247444000;3508000;5348000;-243936000;;-243936000;-1256000;-245192000;;-245192000;-245192000
ACAD;445591;USD;2019;FY;2019-12-31;2020-02-27;2022-03-01;147199000;147199000;339076000;-19618105;327732000;-565394070;-325638000;-240385000;;-246545000;12162000;11165000;-234383000;;-234383000;-876000;-235259000;;-235259000;-235259000
ACAD;445591;USD;2020;FY;2020-12-31;2021-02-25;2023-02-28;157331000;157331000;441755000;-20568868;431544000;-709039608;-388661000;-319130000;;-286586000;5613000;6610000;-280973000;;-280973000;-611000;-281584000;;-281584000;-281584000
ACAD;445591;USD;2021;FY;2021-12-31;2022-03-01;2024-02-28;160663000;160663000;484145000;-19141000;465004000;-635443000;-396028000;-239415000;;-170439000;2920000;591000;-167519000;;-167519000;-351000;-167870000;;-167870000;-167870000
ACAD;445591;USD;2022;FY;2022-12-31;2023-02-28;2024-02-28;161683000;161683000;517235000;-10166000;507069000;-730665000;-369090000;-361575000;;-223596000;10152000;6610000;-213444000;;-213444000;-2531000;-215975000;;-215975000;-215975000
ACAH;10656706;USD;2021;FY;2021-12-31;2022-04-21;2023-04-21;35876712;35876712;;-7121669;-7121669;;;;;-7121669;23699;23699;-7097970;-2115071;-9213041;;-9213041;;-9213041;-9213041
ACAH;10656706;USD;2022;FY;2022-12-31;2023-04-21;2023-04-21;43125000;43125000;;-4849949;-4849949;;;;;-4849949;4645291;4645291;-204658;18971871;18767213;-772892;17994321;;17994321;17994321
ACAN;654226;USD;2018;FY;2018-09-30;2019-01-15;2019-01-15;20066824;20066824;;;;-2029427;-2028687;;;-2029427;-2400428;-2400428;-4429855;-2861;-4432716;;-4432716;;-4432716;-4432716
ACAN;654226;USD;2019;FY;2019-09-30;2020-01-14;2020-12-21;22984703;22984703;11564;;;-3403610;-2623850;;;-3392046;-534512;-531482;-4897599;-977110;-4903668;;-4903668;;-4903668;-4903668
ACAN;654226;USD;2020;FY;2020-09-30;2020-12-21;2021-12-06;23504820;23504820;503512;-22500;481012;-690853;-2450406;;;-186698;-522789;-522789;-709184;1761675;-709343;;-709343;;-709343;-709343
ACAN;654226;USD;2021;FY;2021-09-30;2021-12-06;2022-12-29;23877629;23877629;2028551;-38149;1990402;-1946109;-1945099;;;44293;-907186;-907186;-862893;;-862893;;-862893;;-862893;-862893
ACAN;654226;USD;2022;FY;2022-09-30;2022-12-29;2023-12-22;24333911;24333911;2927819;-45950;2881869;-2399142;-2402717;;;482727;-655971;-655971;-173244;;-173244;;-173244;;-173244;-173244
ACAQ;11819344;USD;2022;FY;2022-12-31;2023-03-31;2023-03-31;31248997;31248997;;;;-4515112;-4515112;;;-4515112;;;-4515112;2959199;-1555913;-690232;-2246145;;-2246145;-2246145
ACBA;15585600;USD;2021;FY;2021-12-31;2022-02-28;2023-03-30;3352329;3352329;;;;1024127;1024127;;;1024127;-2972;-42;1021155;-18560;1002595;;1002595;;1002595;1002595
ACBA;15585600;USD;2022;FY;2022-12-31;2023-03-30;2024-03-27;4600000;4600000;;;;-838852;-838852;;;-838852;693070;12;-145782;1230000;1084218;;1084218;;1084218;1084218
ACBM;12442266;USD;2018;FY;2018-09-30;2018-12-28;2020-03-27;47661235;47661235;8014500;-7181100;833400;-317850;-317850;;;515550;-3663;-3663;511887;;511887;-92227;419660;;419660;419660
ACBM;12442266;USD;2019;FY;2019-09-30;2020-01-07;2020-11-17;47661235;47661235;1356231;-1219041;135730;-576730;-577228;;;-441177;-826;-826;-443325;;-65286;-9871;-371349;;-370931;-370926
ACBM;12442266;USD;2020;FY;2020-09-30;2020-12-26;2020-11-17;47661235;47661235;;;;-71541;-71541;;;-71541;-1558;-1558;-73099;;-73099;;-73099;;-73099;-73099
ACBM;12442266;USD;2021;FY;2021-09-30;2021-04-02;2021-04-02;47661235;47661235;687964;-528560;159404;-289867;-289867;;;-130463;-5082;-5082;-135545;;-135545;18092;-117453;;-117453;-117453
ACC;445593;USD;2019;FY;2019-12-31;2020-02-28;2022-02-28;137295837;138286778;943042000;-390664000;552378000;-340193000;-31081000;;-275046000;212185000;-107601000;-107601000;104584000;-16315000;88269000;-1507000;86762000;;84969000;84969000
ACC;445593;USD;2020;FY;2020-12-31;2021-02-28;2022-02-28;137588964;138710430;870584000;-378454000;492130000;-339790000;-35774000;;-267703000;152340000;-106061000;-109568000;46279000;24918000;71197000;-1349000;69848000;;72803000;72803000
ACC;445593;USD;2021;FY;2021-12-31;2022-02-28;2022-02-28;137588964;138710430;942409000;-407648000;534761000;-363868000;-45452000;;-275597000;170893000;-116091000;-116419000;54802000;-20157000;34645000;-1361000;33284000;;35489000;35489000
ACCD;10384289;USD;2019;FY;2020-02-29;2020-05-07;2022-05-02;46653451;46653451;132507000;-73685000;58822000;-107026000;-56204000;;-8516000;-48204000;-3032000;-2925000;-51236000;;-51236000;-129000;-51365000;;-51365000;-291289131
ACCD;10384289;USD;2020;FY;2021-02-28;2021-05-07;2023-04-28;29370594;29370594;170358000;-93673000;76685000;-123462000;-65295000;;-8212000;-46777000;-3871000;-3715320;-50648000;;-50648000;-4000;-50652000;;-50652000;-50652000
ACCD;10384289;USD;2021;FY;2022-02-28;2022-05-02;2024-04-26;63823270;63823270;310021000;-169019000;141002000;-312143000;-185871000;;-42608000;-171141000;-3038000;-2905000;-128468330;45416000;-128763000;5639000;-123124000;;-123124000;-123124000
ACCD;10384289;USD;2022;FY;2023-02-28;2023-04-28;2024-04-26;71279831;71279831;363142000;-198905000;164237000;-328046000;-180322000;;-46377000;-163809000;240000;255000;-463548692;-299705000;-463274000;3624000;-459650000;;-459650000;-459650000
ACCO;120923;USD;2018;FY;2018-12-31;2019-02-27;2021-04-12;104800000;107000000;1941200000;-1313400000;627800000;-429100000;-392400000;;-36700000;198700000;-29100000;-36800000;157872307;-11700000;157900000;-51200000;106700000;;106700000;106700000
ACCO;120923;USD;2019;FY;2019-12-31;2020-02-27;2022-02-23;99500000;101000000;1955700000;-1322200000;633500000;-425300000;-389900000;;-35400000;208200000;-32700000;-40000000;163157065;-12000000;163500000;-56700000;106800000;;106800000;106800000
ACCO;120923;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;94900000;96100000;1655200000;-1162800000;492400000;-369100000;-336300000;;-32800000;123300000;-33800000;-37800000;78477220;-10900000;78600000;-16600000;62000000;;62000000;62000000
ACCO;120923;USD;2021;FY;2021-12-31;2022-02-23;2024-02-23;95600000;97300000;2025300000;-1410400000;614900000;-438900000;-392600000;;-46300000;176000000;-39600000;-44400000;111191424;-25000000;111400000;-9500000;101900000;;101900000;101900000
ACCO;120923;USD;2022;FY;2022-12-31;2023-02-24;2024-02-23;95300000;95300000;1947600000;-1395300000;552300000;-418200000;-376700000;;-41500000;134100000;-19900000;-37300000;14931233;-99300000;14900000;-28100000;-13200000;;-13200000;-13200000
ACEL;11795228;USD;2018;FY;2018-12-31;2019-02-13;2020-03-16;56250000;56250000;0;;;-803720;-802374;;-20782000;-804806;-9644000;7681983;6871363;-14681000;15225000;-4422000;6853711;;6854987;6871342
ACEL;11795228;USD;2019;FY;2019-12-31;2020-03-16;2022-03-11;61848000;61848000;428696000;-271533761;146688000;-139255061;-94861411;;-26398000;13324508;-12860000;-12860000;-664786;-50016000;-31565000;-5199000;-5862056;;-5849942;-5857179
ACEL;11795228;USD;2020;FY;2020-12-31;2021-03-11;2023-03-01;93471000;94280000;316352000;-211086000;105266000;-129945000;-77420000;;-43577000;-24679000;-13707000;-13707000;-29975156;21058000;-17328000;16918000;-13003803;;-12992045;-12999125
ACEL;11795228;USD;2021;FY;2021-12-31;2022-03-11;2024-02-28;93781000;94638000;734707000;-494032000;240675000;-170483000;-110818000;;-46676000;70192000;-12702000;-12702000;46647828;-10914000;46576000;-15017000;31559000;;31559000;31559000
ACEL;11795228;USD;2022;FY;2022-12-31;2023-03-01;2024-02-28;90629000;91229000;969797000;-670901000;298896000;-202041000;-145942000;;-46779000;96855000;-21637000;-21637000;94935938;19544000;94762000;-20660000;74102000;;74102000;74102000
ACER;1053636;USD;2018;FY;2018-12-31;2019-03-07;2020-03-18;8555039;8555039;;;;-21713994;-9261570;-12452424;;-21713994;433103;412553;-21280891;;-21280891;;-21280891;;-21280891;-21280891
ACER;1053636;USD;2019;FY;2019-12-31;2020-03-18;2021-03-01;10092179;10092179;;;;-29897441;-16046423;-13851018;;-29897441;479472;471267;-29417969;;-29417969;;-29417969;;-29417969;-29417969
ACER;1053636;USD;2020;FY;2020-12-31;2021-03-01;2022-03-02;11121039;11121039;;;;-10954923000;-10954923000;;;-10954923000;-11930526000;-11847902000;-22885449000;;-22885449000;;-22885449000;;-22885449000;-22885449000
ACER;1053636;USD;2021;FY;2021-12-31;2022-03-02;2023-03-27;14268245;14268245;1260000;;;-17208389;;;;-15948389;574396;;-15373993;;-15373993;;-15373993;;-15373993;-15373993
ACER;1053636;USD;2022;FY;2022-12-31;2023-03-27;2023-03-27;16089019;16089019;;;;-24614259;;;;-24614259;-148100;;-24762359;-1474956;-26237315;;-26237315;;-26237315;-26237315
ACET;1154966;USD;2018;FY;2018-12-31;2019-03-18;2021-03-12;3778164;3778164;8181000;;;-23145000;-8428000;-14717000;;-14964000;5076000;543000;-9888000;;-9888000;589000;-9299000;;-9299000;-9299000
ACET;1154966;USD;2019;FY;2019-12-31;2020-03-12;2021-03-12;4902381;4902381;995000;;;-32383000;-8692000;-23691000;;-31388000;3269000;938000;-28119000;;-28119000;-19000;-28138000;;-28138000;-28138000
ACET;1154966;USD;2020;FY;2020-12-31;2021-03-12;2022-03-15;7319977;7319977;17903000;;;-57094000;-22760000;-34334000;;-39191000;-302000;651000;-39493000;;-39493000;2815000;-36678000;;-36678000;-36678000
ACET;1154966;USD;2021;FY;2021-12-31;2022-03-15;2023-03-15;31876016;31876016;9730000;;;-71163000;-22220000;-48943000;;-61433000;-691000;-85000;-62124000;;-62124000;125000;-61999000;;-61999000;-61999000
ACET;1154966;USD;2022;FY;2022-12-31;2023-03-15;2024-03-19;41080286;41080286;24990000;;;-97541000;-26295000;-71246000;;-72551000;2761000;3680000;-69790000;;-69790000;;-69790000;;-69790000;-69790000
ACHC;445598;USD;2018;FY;2018-12-31;2019-03-01;2021-02-26;87288000;87288000;3015847259;-119277460;2890444369;-2479501687;-1968716705;;-80342000;412937232;-184534000;-185328203;-168820905;-31534000;67395000;-6546664;-175769628;-232974000;-175750000;-175750000
ACHC;445598;USD;2019;FY;2019-12-31;2020-02-28;2022-03-01;87612000;87816000;3111470166;-122882804;2981900727;-2581343638;-2041946876;;-87923000;404715627;-187325000;-187265998;136023324;-48374000;78395000;-25891561;109977442;56812000;108923000;108923000
